userid,version,sum_gamerounds,retention_1,retention_7,user_spend
57198,Gulf of Maine,7,True,False,14.12
57203,Gulf of Maine,109,True,False,14.44
57207,Gulf of Maine,1,False,False,15.69
57209,Gulf of Maine,0,False,False,17.13
57211,Gulf of Maine,36,False,False,14.62
57212,Gulf of Maine,16,False,False,10.98
57213,Gulf of Maine,37,True,False,16.16
57214,Gulf of Maine,9,False,False,16.32
57219,Gulf of Maine,28,True,False,9.68
57220,Gulf of Maine,13,False,False,15.42
57223,Gulf of Maine,10,False,False,11.82
57224,Gulf of Maine,5,False,False,14.36
57229,Gulf of Maine,4,False,False,12.04
57231,Gulf of Maine,4,False,False,15.82
57232,Gulf of Maine,5,False,False,12.95
57236,Gulf of Maine,26,True,False,14.06
57237,Gulf of Maine,61,True,False,13.78
57239,Gulf of Maine,63,True,False,15.15
57241,Gulf of Maine,1,False,False,18.67
57243,Gulf of Maine,32,True,False,9.57
57245,Gulf of Maine,1,False,True,14.27
57249,Gulf of Maine,1,False,True,15.52
57251,Gulf of Maine,135,True,False,15.54
57252,Gulf of Maine,3,False,False,11.72
57253,Gulf of Maine,12,False,True,19.14
57254,Gulf of Maine,592,True,True,12.6
57255,Gulf of Maine,18,False,False,14.72
57257,Gulf of Maine,18,True,True,12.92
57259,Gulf of Maine,8,False,False,14.37
57261,Gulf of Maine,1,False,False,17.68
57262,Gulf of Maine,395,False,False,18.74
57264,Gulf of Maine,2,False,False,15.56
57267,Gulf of Maine,21,False,False,17.28
57272,Gulf of Maine,14,False,False,15.98
57274,Gulf of Maine,258,True,False,16.75
57275,Gulf of Maine,30,False,False,14.35
57276,Gulf of Maine,1,False,False,13.37
57277,Gulf of Maine,7,False,False,19.01
57280,Gulf of Maine,1,False,False,17.26
57282,Gulf of Maine,12,True,True,16.17
57284,Gulf of Maine,0,False,False,14.83
57285,Gulf of Maine,37,True,True,16.24
57287,Gulf of Maine,5,False,False,15.03
57292,Gulf of Maine,3,False,True,12.12
57294,Gulf of Maine,27,False,False,10.65
57295,Gulf of Maine,57,True,False,13.79
57296,Gulf of Maine,373,True,True,11.91
57299,Gulf of Maine,291,True,False,17.85
57300,Gulf of Maine,3,False,False,10.52
57301,Gulf of Maine,36,True,False,17.2
57302,Gulf of Maine,16,True,False,13.02
57303,Gulf of Maine,1,False,True,13.79
57304,Gulf of Maine,5,True,False,16.51
57306,Gulf of Maine,3,False,False,11.49
57307,Gulf of Maine,226,True,False,10.85
57308,Gulf of Maine,1,False,True,16.93
57309,Gulf of Maine,52,True,False,14.6
57310,Gulf of Maine,2,False,False,11.93
57318,Gulf of Maine,944,True,False,15.69
57322,Gulf of Maine,24,True,False,15.38
57324,Gulf of Maine,16,False,False,10.86
57325,Gulf of Maine,14,False,False,15.93
57326,Gulf of Maine,10,False,False,20.9
57327,Gulf of Maine,98,True,False,18.73
57329,Gulf of Maine,26,False,False,12.65
57330,Gulf of Maine,2,False,True,15.18
57333,Gulf of Maine,71,True,False,21.75
57336,Gulf of Maine,26,True,False,12.24
57337,Gulf of Maine,81,True,True,16.63
57338,Gulf of Maine,107,True,True,8.79
57343,Gulf of Maine,118,True,False,14.99
57345,Gulf of Maine,146,True,True,13.19
57353,Gulf of Maine,54,True,False,17.72
57354,Gulf of Maine,243,True,False,13.2
57356,Gulf of Maine,109,True,False,19.25
57361,Gulf of Maine,7,True,False,18.0
57362,Gulf of Maine,15,False,False,16.25
57363,Gulf of Maine,189,True,False,17.02
57366,Gulf of Maine,444,True,True,14.24
57367,Gulf of Maine,6,False,False,17.16
57369,Gulf of Maine,7,True,False,13.46
57374,Gulf of Maine,35,True,False,13.06
57376,Gulf of Maine,5,False,True,16.65
57377,Gulf of Maine,10,False,False,12.94
57378,Gulf of Maine,67,True,True,13.03
57381,Gulf of Maine,155,True,False,15.26
57384,Gulf of Maine,17,False,False,15.67
57385,Gulf of Maine,62,True,False,16.17
57387,Gulf of Maine,9,True,False,13.71
57388,Gulf of Maine,27,False,False,12.9
57389,Gulf of Maine,15,True,False,13.98
57391,Gulf of Maine,112,True,True,19.21
57392,Gulf of Maine,13,False,True,15.76
57393,Gulf of Maine,4,False,False,16.87
57394,Gulf of Maine,22,False,False,16.34
57396,Gulf of Maine,98,False,False,15.22
57401,Gulf of Maine,3,False,True,12.33
57404,Gulf of Maine,6,False,True,14.93
57405,Gulf of Maine,20,False,True,14.38
57409,Gulf of Maine,24,True,False,14.53
57416,Gulf of Maine,8,True,False,12.3
57417,Gulf of Maine,68,True,True,15.07
57419,Gulf of Maine,29,False,False,11.59
57420,Gulf of Maine,23,False,False,12.64
57422,Gulf of Maine,56,True,False,16.2
57424,Gulf of Maine,20,True,False,13.08
57427,Gulf of Maine,74,False,True,13.53
57431,Gulf of Maine,70,True,False,15.58
57432,Gulf of Maine,3,False,False,20.01
57436,Gulf of Maine,0,False,False,10.5
57438,Gulf of Maine,264,True,False,17.68
57440,Gulf of Maine,63,True,False,12.75
57441,Gulf of Maine,183,True,False,9.76
57443,Gulf of Maine,167,True,False,17.91
57444,Gulf of Maine,5,True,False,15.77
57446,Gulf of Maine,62,True,True,15.29
57448,Gulf of Maine,20,False,False,16.48
57449,Gulf of Maine,220,True,False,17.88
57450,Gulf of Maine,12,False,False,17.79
57451,Gulf of Maine,8,False,False,16.52
57452,Gulf of Maine,29,False,False,12.71
57453,Gulf of Maine,218,False,False,15.55
57454,Gulf of Maine,25,True,False,14.21
57456,Gulf of Maine,212,True,False,17.1
57458,Gulf of Maine,31,False,False,18.42
57462,Gulf of Maine,4,False,False,13.68
57463,Gulf of Maine,5,False,False,18.25
57464,Gulf of Maine,44,True,True,18.39
57466,Gulf of Maine,533,True,False,16.8
57467,Gulf of Maine,3,False,False,15.76
57468,Gulf of Maine,186,True,True,19.58
57470,Gulf of Maine,5,False,False,19.44
57471,Gulf of Maine,2,False,False,13.79
57472,Gulf of Maine,23,False,True,17.44
57473,Gulf of Maine,6,False,False,17.2
57474,Gulf of Maine,12,False,False,12.96
57477,Gulf of Maine,43,True,False,20.33
57479,Gulf of Maine,51,False,False,11.07
57480,Gulf of Maine,18,True,True,13.11
57481,Gulf of Maine,1,False,False,13.7
57483,Gulf of Maine,13,True,False,16.49
57486,Gulf of Maine,6,False,False,15.54
57487,Gulf of Maine,0,False,True,8.24
57489,Gulf of Maine,27,True,False,13.2
57491,Gulf of Maine,1,False,False,14.76
57492,Gulf of Maine,294,True,False,14.14
57493,Gulf of Maine,4,True,True,13.27
57495,Gulf of Maine,2,False,False,14.99
57497,Gulf of Maine,47,False,True,12.49
57499,Gulf of Maine,16,False,True,16.55
57500,Gulf of Maine,91,False,False,13.88
57501,Gulf of Maine,0,False,False,12.87
57502,Gulf of Maine,155,True,True,12.06
57504,Gulf of Maine,53,True,False,14.16
57506,Gulf of Maine,317,True,False,17.7
57507,Gulf of Maine,2,False,False,12.04
57508,Gulf of Maine,47,True,False,18.85
57511,Gulf of Maine,38,True,False,15.32
57512,Gulf of Maine,4,False,False,13.39
57513,Gulf of Maine,6,False,False,17.82
57514,Gulf of Maine,250,True,False,15.54
57515,Gulf of Maine,2,False,False,15.52
57518,Gulf of Maine,2,False,False,16.11
57519,Gulf of Maine,7,True,False,14.25
57526,Gulf of Maine,174,True,False,16.23
57529,Gulf of Maine,24,True,True,17.85
57530,Gulf of Maine,3,False,False,13.53
57531,Gulf of Maine,7,False,False,12.95
57534,Gulf of Maine,22,False,False,10.53
57535,Gulf of Maine,119,True,False,15.19
57538,Gulf of Maine,13,True,False,14.44
57539,Gulf of Maine,296,True,False,13.55
57540,Gulf of Maine,17,False,False,10.73
57541,Gulf of Maine,41,False,False,13.66
57542,Gulf of Maine,0,False,False,17.54
57544,Gulf of Maine,4,False,False,15.23
57549,Gulf of Maine,39,True,False,7.6
57551,Gulf of Maine,210,True,True,17.03
57553,Gulf of Maine,7,False,True,13.12
57554,Gulf of Maine,0,False,True,13.63
57557,Gulf of Maine,1,False,False,16.12
57558,Gulf of Maine,137,True,True,10.85
57559,Gulf of Maine,158,True,False,9.86
57560,Gulf of Maine,750,True,False,21.34
57561,Gulf of Maine,379,True,False,12.94
57562,Gulf of Maine,47,False,False,15.56
57563,Gulf of Maine,49,True,False,10.66
57565,Gulf of Maine,3,False,False,16.7
57566,Gulf of Maine,86,True,False,10.13
57569,Gulf of Maine,23,True,False,16.52
57573,Gulf of Maine,25,True,False,12.78
57575,Gulf of Maine,23,False,True,17.55
57576,Gulf of Maine,1,False,False,21.66
57579,Gulf of Maine,2,False,False,11.74
57581,Gulf of Maine,48,True,False,17.31
57582,Gulf of Maine,0,False,False,14.97
57583,Gulf of Maine,10,True,False,12.76
57585,Gulf of Maine,32,True,False,15.58
57586,Gulf of Maine,1,False,False,20.66
57590,Gulf of Maine,16,False,False,10.91
57593,Gulf of Maine,35,True,False,18.83
57596,Gulf of Maine,13,False,False,18.86
57597,Gulf of Maine,13,True,False,16.94
57599,Gulf of Maine,16,False,False,15.81
57607,Gulf of Maine,3,False,False,14.89
57609,Gulf of Maine,0,False,False,15.33
57610,Gulf of Maine,8,False,False,12.9
57611,Gulf of Maine,70,True,False,18.15
57612,Gulf of Maine,30,True,False,14.15
57613,Gulf of Maine,9,False,False,18.3
57616,Gulf of Maine,11,False,False,12.47
57619,Gulf of Maine,14,False,False,15.19
57620,Gulf of Maine,42,True,False,13.98
57622,Gulf of Maine,2,False,False,14.18
57624,Gulf of Maine,1,False,False,13.19
57625,Gulf of Maine,5,True,False,14.54
57627,Gulf of Maine,7,False,True,15.75
57636,Gulf of Maine,17,True,False,18.15
57637,Gulf of Maine,16,False,True,15.38
57640,Gulf of Maine,4,False,False,11.6
57642,Gulf of Maine,14,False,False,15.57
57643,Gulf of Maine,8,True,False,9.96
57644,Gulf of Maine,71,True,False,14.58
57647,Gulf of Maine,3,False,False,11.44
57648,Gulf of Maine,46,False,False,17.61
57650,Gulf of Maine,14,False,False,16.08
57651,Gulf of Maine,3,False,True,10.81
57653,Gulf of Maine,11,False,True,16.84
57654,Gulf of Maine,9,False,False,15.22
57656,Gulf of Maine,28,False,False,17.71
57658,Gulf of Maine,182,True,True,12.35
57659,Gulf of Maine,0,False,True,15.23
57660,Gulf of Maine,1,False,True,17.85
57667,Gulf of Maine,2,False,False,18.56
57668,Gulf of Maine,15,True,False,18.6
57669,Gulf of Maine,39,True,False,16.94
57673,Gulf of Maine,3,False,True,19.49
57678,Gulf of Maine,1,False,True,17.37
57680,Gulf of Maine,20,True,False,13.91
57681,Gulf of Maine,23,True,True,16.67
57685,Gulf of Maine,3,False,False,15.39
57686,Gulf of Maine,196,True,False,12.0
57687,Gulf of Maine,31,True,True,13.57
57688,Gulf of Maine,3,False,False,18.97
57689,Gulf of Maine,0,False,False,21.63
57695,Gulf of Maine,4,False,False,10.58
57696,Gulf of Maine,3,False,False,15.55
57699,Gulf of Maine,201,True,False,17.95
57701,Gulf of Maine,2,False,False,13.45
57702,Gulf of Maine,5,False,False,13.29
57703,Gulf of Maine,49854,False,False,13.36
57704,Gulf of Maine,87,True,False,16.73
57706,Gulf of Maine,7,False,False,17.08
57707,Gulf of Maine,41,True,False,22.53
57708,Gulf of Maine,2,False,False,17.78
57714,Gulf of Maine,6,False,True,17.92
57716,Gulf of Maine,242,True,False,19.44
57719,Gulf of Maine,24,False,False,17.68
57720,Gulf of Maine,129,True,False,12.66
57723,Gulf of Maine,0,False,True,13.27
57726,Gulf of Maine,44,False,False,13.6
57727,Gulf of Maine,167,True,True,16.59
57732,Gulf of Maine,123,True,False,14.24
57735,Gulf of Maine,1,False,True,14.5
57736,Gulf of Maine,14,False,False,10.54
57738,Gulf of Maine,3,False,True,17.44
57739,Gulf of Maine,2,False,False,12.91
57742,Gulf of Maine,7,False,False,15.52
57743,Gulf of Maine,26,True,False,13.51
57744,Gulf of Maine,48,True,True,12.14
57748,Gulf of Maine,1,False,False,16.66
57750,Gulf of Maine,74,True,True,18.43
57751,Gulf of Maine,36,False,True,14.38
57752,Gulf of Maine,15,True,False,11.99
57753,Gulf of Maine,444,True,True,16.7
57756,Gulf of Maine,0,False,True,15.73
57759,Gulf of Maine,55,True,True,13.27
57763,Gulf of Maine,10,False,True,17.34
57768,Gulf of Maine,2,True,False,9.85
57769,Gulf of Maine,42,False,False,14.2
57770,Gulf of Maine,192,True,False,15.53
57772,Gulf of Maine,16,True,False,14.86
57773,Gulf of Maine,3,False,False,16.96
57774,Gulf of Maine,15,False,False,13.54
57775,Gulf of Maine,1,False,False,17.07
57777,Gulf of Maine,462,True,False,19.16
57778,Gulf of Maine,4,False,False,15.62
57779,Gulf of Maine,163,True,False,13.83
57786,Gulf of Maine,38,True,True,15.39
57787,Gulf of Maine,0,False,False,15.64
57788,Gulf of Maine,30,True,False,15.46
57789,Gulf of Maine,474,False,False,14.82
57792,Gulf of Maine,0,False,False,10.71
57793,Gulf of Maine,2,True,False,15.74
57795,Gulf of Maine,35,False,False,13.4
57797,Gulf of Maine,8,True,False,11.39
57798,Gulf of Maine,4,False,False,17.77
57799,Gulf of Maine,196,False,False,15.33
57800,Gulf of Maine,4,True,False,16.29
57801,Gulf of Maine,16,False,True,14.52
57802,Gulf of Maine,600,True,False,15.1
57804,Gulf of Maine,3,False,False,18.43
57806,Gulf of Maine,24,True,False,17.44
57807,Gulf of Maine,12,True,False,16.01
57808,Gulf of Maine,40,True,False,14.46
57810,Gulf of Maine,2,False,False,11.47
57815,Gulf of Maine,0,False,True,15.73
57819,Gulf of Maine,65,True,False,17.59
57822,Gulf of Maine,2,False,False,15.85
57823,Gulf of Maine,64,True,False,17.13
57825,Gulf of Maine,23,False,False,14.21
57827,Gulf of Maine,0,False,False,15.12
57829,Gulf of Maine,25,True,False,14.7
57830,Gulf of Maine,5,False,False,12.58
57832,Gulf of Maine,9,False,False,15.4
57833,Gulf of Maine,49,True,False,17.51
57834,Gulf of Maine,14,False,False,13.87
57836,Gulf of Maine,19,True,False,14.34
57837,Gulf of Maine,137,True,False,19.59
57838,Gulf of Maine,26,False,False,13.55
57841,Gulf of Maine,55,True,False,15.12
57848,Gulf of Maine,46,False,False,16.38
57849,Gulf of Maine,34,True,False,19.6
57850,Gulf of Maine,15,True,False,16.01
57855,Gulf of Maine,31,False,False,16.14
57856,Gulf of Maine,54,True,False,15.37
57857,Gulf of Maine,4,False,False,15.13
57858,Gulf of Maine,7,False,False,14.28
57859,Gulf of Maine,9,False,False,16.7
57861,Gulf of Maine,2,False,False,18.07
57863,Gulf of Maine,747,True,False,18.5
57864,Gulf of Maine,12,True,False,15.33
57866,Gulf of Maine,1,False,False,16.84
57870,Gulf of Maine,4,False,False,15.28
57871,Gulf of Maine,0,False,False,12.19
57872,Gulf of Maine,6,False,True,13.33
57874,Gulf of Maine,0,False,False,13.21
57875,Gulf of Maine,6,False,False,16.83
57876,Gulf of Maine,19,False,True,18.47
57877,Gulf of Maine,2,False,False,19.95
57879,Gulf of Maine,4,False,False,15.76
57880,Gulf of Maine,67,True,False,17.24
57882,Gulf of Maine,2,False,False,10.53
57883,Gulf of Maine,2,False,False,9.64
57890,Gulf of Maine,7,False,False,14.49
57891,Gulf of Maine,40,True,True,14.03
57892,Gulf of Maine,0,False,False,20.49
57899,Gulf of Maine,2,False,False,15.17
57903,Gulf of Maine,8,True,False,13.32
57904,Gulf of Maine,5,False,False,17.16
57907,Gulf of Maine,45,False,False,18.41
57908,Gulf of Maine,0,False,True,15.36
57909,Gulf of Maine,25,True,False,16.18
57913,Gulf of Maine,18,False,False,16.63
57914,Gulf of Maine,1,False,False,17.82
57915,Gulf of Maine,10,True,False,13.51
57916,Gulf of Maine,6,False,False,18.01
57919,Gulf of Maine,307,True,True,18.16
57921,Gulf of Maine,8,False,False,16.11
57923,Gulf of Maine,8,False,False,10.87
57924,Gulf of Maine,21,True,False,19.13
57925,Gulf of Maine,2,False,False,13.41
57926,Gulf of Maine,7,True,False,16.86
57927,Gulf of Maine,22,True,False,12.64
57928,Gulf of Maine,41,True,False,10.85
57932,Gulf of Maine,19,True,False,16.63
57933,Gulf of Maine,4,False,True,15.67
57934,Gulf of Maine,39,True,False,17.13
57935,Gulf of Maine,2,False,False,11.56
57936,Gulf of Maine,7,False,True,16.64
57937,Gulf of Maine,12,True,True,15.57
57940,Gulf of Maine,49,True,True,12.29
57941,Gulf of Maine,36,True,False,14.81
57945,Gulf of Maine,19,False,False,11.81
57946,Gulf of Maine,0,False,False,13.64
57948,Gulf of Maine,8,True,False,14.26
57955,Gulf of Maine,523,True,True,19.35
57957,Gulf of Maine,78,True,False,14.82
57958,Gulf of Maine,5,False,True,10.47
57961,Gulf of Maine,22,True,False,13.33
57962,Gulf of Maine,14,False,True,8.43
57964,Gulf of Maine,12,False,False,14.21
57965,Gulf of Maine,14,True,False,15.29
57966,Gulf of Maine,84,True,False,19.52
57969,Gulf of Maine,27,True,False,18.18
57971,Gulf of Maine,86,True,False,16.42
57973,Gulf of Maine,3,False,True,14.16
57975,Gulf of Maine,38,True,False,14.79
57977,Gulf of Maine,4,True,False,18.59
57981,Gulf of Maine,71,True,False,16.48
57982,Gulf of Maine,21,False,False,16.11
57984,Gulf of Maine,17,False,False,18.53
57985,Gulf of Maine,221,True,False,14.39
57987,Gulf of Maine,18,True,True,22.17
57990,Gulf of Maine,44,False,False,17.02
57991,Gulf of Maine,8,False,False,14.61
57993,Gulf of Maine,5,False,False,10.12
57995,Gulf of Maine,50,True,False,14.26
57998,Gulf of Maine,3,False,False,15.43
57999,Gulf of Maine,3,False,False,11.56
58000,Gulf of Maine,7,False,False,17.19
58002,Gulf of Maine,6,True,False,12.47
58003,Gulf of Maine,3,False,True,14.73
58005,Gulf of Maine,95,True,False,19.21
58008,Gulf of Maine,7,False,False,16.49
58010,Gulf of Maine,18,True,False,11.54
58012,Gulf of Maine,35,False,True,16.24
58013,Gulf of Maine,1,False,False,13.28
58018,Gulf of Maine,52,True,False,15.17
58021,Gulf of Maine,51,False,True,15.87
58022,Gulf of Maine,53,True,False,13.18
58023,Gulf of Maine,45,True,False,18.36
58024,Gulf of Maine,60,True,False,18.55
58026,Gulf of Maine,181,True,False,12.94
58028,Gulf of Maine,4,False,False,13.45
58031,Gulf of Maine,35,False,False,16.23
58032,Gulf of Maine,4,False,False,14.2
58033,Gulf of Maine,80,True,False,19.21
58037,Gulf of Maine,26,True,False,17.66
58038,Gulf of Maine,151,True,False,19.86
58040,Gulf of Maine,11,False,False,12.67
58041,Gulf of Maine,13,False,True,14.13
58043,Gulf of Maine,6,False,True,14.29
58048,Gulf of Maine,6,False,False,12.39
58051,Gulf of Maine,7,False,True,17.03
58052,Gulf of Maine,41,True,False,18.24
58053,Gulf of Maine,11,False,True,12.38
58054,Gulf of Maine,16,False,False,15.79
58055,Gulf of Maine,15,True,False,21.01
58056,Gulf of Maine,3,False,False,14.97
58057,Gulf of Maine,6,True,True,15.98
58062,Gulf of Maine,23,True,False,11.17
58063,Gulf of Maine,14,True,True,15.82
58064,Gulf of Maine,13,False,True,13.7
58065,Gulf of Maine,430,True,False,15.72
58066,Gulf of Maine,11,False,False,20.33
58067,Gulf of Maine,11,True,True,16.67
58069,Gulf of Maine,1,False,False,18.6
58070,Gulf of Maine,7,False,True,13.5
58073,Gulf of Maine,38,True,False,15.73
58075,Gulf of Maine,21,False,True,15.5
58076,Gulf of Maine,62,True,True,18.69
58077,Gulf of Maine,152,True,False,15.81
58078,Gulf of Maine,3,False,False,14.7
58079,Gulf of Maine,31,False,False,15.58
58083,Gulf of Maine,10,True,False,17.03
58084,Gulf of Maine,51,True,False,9.51
58087,Gulf of Maine,1,False,False,10.32
58088,Gulf of Maine,54,True,False,16.24
58090,Gulf of Maine,108,True,False,13.73
58091,Gulf of Maine,2,False,True,19.79
58092,Gulf of Maine,5,True,False,17.22
58093,Gulf of Maine,11,True,True,13.14
58094,Gulf of Maine,27,False,False,15.41
58098,Gulf of Maine,1,False,False,16.65
58102,Gulf of Maine,17,True,False,15.66
58105,Gulf of Maine,27,True,False,12.43
58106,Gulf of Maine,20,True,False,12.52
58110,Gulf of Maine,242,True,False,10.23
58111,Gulf of Maine,385,False,False,17.16
58112,Gulf of Maine,1,True,False,16.92
58113,Gulf of Maine,5,False,False,14.72
58115,Gulf of Maine,12,False,False,15.09
58116,Gulf of Maine,194,True,False,15.14
58119,Gulf of Maine,45,True,False,16.53
58120,Gulf of Maine,4,False,False,11.28
58126,Gulf of Maine,14,True,True,12.02
58127,Gulf of Maine,79,True,False,17.57
58128,Gulf of Maine,35,False,False,17.23
58129,Gulf of Maine,24,False,True,14.91
58133,Gulf of Maine,10,True,True,13.63
58137,Gulf of Maine,25,False,True,15.33
58141,Gulf of Maine,20,False,False,21.68
58144,Gulf of Maine,422,True,False,17.33
58145,Gulf of Maine,2,False,False,15.33
58146,Gulf of Maine,76,True,False,16.31
58147,Gulf of Maine,27,True,False,15.96
58148,Gulf of Maine,48,True,True,12.13
58150,Gulf of Maine,918,True,False,12.42
58151,Gulf of Maine,5,False,False,18.64
58153,Gulf of Maine,20,True,False,17.74
58155,Gulf of Maine,44,True,False,13.06
58161,Gulf of Maine,12,True,False,16.56
58162,Gulf of Maine,32,False,False,10.2
58164,Gulf of Maine,54,True,False,14.91
58166,Gulf of Maine,7,False,True,16.24
58169,Gulf of Maine,154,True,True,16.48
58170,Gulf of Maine,293,True,False,18.08
58171,Gulf of Maine,0,False,False,12.29
58173,Gulf of Maine,23,False,False,14.86
58176,Gulf of Maine,29,False,False,12.07
58180,Gulf of Maine,13,False,True,18.25
58181,Gulf of Maine,4,False,True,14.49
58186,Gulf of Maine,2,False,False,14.92
58187,Gulf of Maine,21,True,False,14.1
58188,Gulf of Maine,74,True,True,12.37
58189,Gulf of Maine,2,False,False,12.55
58191,Gulf of Maine,15,False,False,13.81
58192,Gulf of Maine,11,False,False,14.59
58194,Gulf of Maine,1,False,False,11.94
58195,Gulf of Maine,14,False,True,18.44
58197,Gulf of Maine,13,True,False,13.96
58198,Gulf of Maine,10,False,False,13.7
58200,Gulf of Maine,19,False,False,11.63
58204,Gulf of Maine,1,False,True,16.67
58206,Gulf of Maine,340,True,True,17.55
58207,Gulf of Maine,2,False,False,14.32
58208,Gulf of Maine,89,True,False,15.56
58209,Gulf of Maine,3,False,True,12.59
58210,Gulf of Maine,294,True,False,18.42
58213,Gulf of Maine,109,False,False,11.26
58215,Gulf of Maine,16,True,False,15.72
58216,Gulf of Maine,74,True,False,13.56
58219,Gulf of Maine,4,False,True,14.36
58223,Gulf of Maine,6,True,False,14.99
58224,Gulf of Maine,16,False,False,14.53
58226,Gulf of Maine,157,True,False,15.25
58231,Gulf of Maine,20,False,False,13.12
58233,Gulf of Maine,27,True,False,15.56
58240,Gulf of Maine,40,True,False,16.44
58241,Gulf of Maine,9,False,True,12.75
58242,Gulf of Maine,14,True,True,17.7
58243,Gulf of Maine,12,False,False,18.26
58247,Gulf of Maine,97,True,False,15.01
58248,Gulf of Maine,1,False,True,16.26
58252,Gulf of Maine,17,True,True,12.97
58256,Gulf of Maine,16,True,True,14.1
58257,Gulf of Maine,28,False,True,14.32
58258,Gulf of Maine,18,True,True,13.94
58260,Gulf of Maine,4,False,False,13.45
58261,Gulf of Maine,17,True,False,16.16
58263,Gulf of Maine,22,True,False,16.09
58265,Gulf of Maine,7,False,True,14.07
58266,Gulf of Maine,1,False,False,17.6
58268,Gulf of Maine,17,True,False,15.82
58271,Gulf of Maine,39,False,False,13.6
58275,Gulf of Maine,1,False,False,13.66
58276,Gulf of Maine,5,False,False,11.16
58279,Gulf of Maine,67,True,False,16.06
58281,Gulf of Maine,29,False,True,17.93
58285,Gulf of Maine,155,True,True,11.96
58290,Gulf of Maine,76,True,False,16.36
58293,Gulf of Maine,407,True,False,15.71
58294,Gulf of Maine,2,False,False,12.62
58295,Gulf of Maine,1,False,True,8.41
58296,Gulf of Maine,60,True,False,17.45
58297,Gulf of Maine,12,False,False,20.9
58299,Gulf of Maine,22,True,True,14.22
58301,Gulf of Maine,8,True,False,21.45
58302,Gulf of Maine,8,False,False,8.52
58303,Gulf of Maine,1,False,True,15.58
58304,Gulf of Maine,6,False,True,17.57
58307,Gulf of Maine,10,False,False,15.97
58308,Gulf of Maine,2,False,False,15.89
58309,Gulf of Maine,128,False,False,15.73
58310,Gulf of Maine,59,True,False,16.45
58311,Gulf of Maine,2,False,False,10.8
58313,Gulf of Maine,123,True,False,13.73
58315,Gulf of Maine,25,False,False,13.6
58317,Gulf of Maine,3,False,False,14.97
58318,Gulf of Maine,0,False,False,17.05
58319,Gulf of Maine,14,False,True,11.16
58320,Gulf of Maine,11,False,False,15.23
58321,Gulf of Maine,50,True,False,10.09
58322,Gulf of Maine,49,True,False,16.42
58323,Gulf of Maine,2,False,False,11.42
58324,Gulf of Maine,0,False,False,9.58
58325,Gulf of Maine,0,False,True,12.64
58329,Gulf of Maine,5,False,False,14.43
58331,Gulf of Maine,3,False,False,10.71
58337,Gulf of Maine,18,False,False,19.64
58338,Gulf of Maine,103,True,False,19.34
58339,Gulf of Maine,2,False,False,10.28
58340,Gulf of Maine,0,False,False,17.08
58341,Gulf of Maine,9,False,True,12.54
58342,Gulf of Maine,4,False,False,13.2
58343,Gulf of Maine,4,True,False,9.64
58345,Gulf of Maine,3,False,True,12.31
58347,Gulf of Maine,30,True,False,17.14
58350,Gulf of Maine,56,True,False,13.39
58362,Gulf of Maine,0,False,False,13.6
58363,Gulf of Maine,2,False,True,14.54
58367,Gulf of Maine,30,False,False,16.06
58369,Gulf of Maine,507,True,False,13.25
58370,Gulf of Maine,27,False,False,19.11
58371,Gulf of Maine,56,True,False,15.58
58373,Gulf of Maine,3,False,True,15.37
58377,Gulf of Maine,130,True,False,15.34
58380,Gulf of Maine,65,True,False,15.53
58381,Gulf of Maine,78,True,True,13.87
58384,Gulf of Maine,84,False,True,16.05
58387,Gulf of Maine,21,False,False,11.14
58389,Gulf of Maine,87,True,False,14.35
58390,Gulf of Maine,3,False,True,17.15
58391,Gulf of Maine,21,True,True,15.82
58396,Gulf of Maine,0,False,False,13.93
58397,Gulf of Maine,6,False,False,10.54
58400,Gulf of Maine,118,True,False,15.52
58402,Gulf of Maine,4,False,False,20.04
58404,Gulf of Maine,74,True,False,14.95
58406,Gulf of Maine,291,True,True,15.54
58409,Gulf of Maine,257,True,False,13.44
58410,Gulf of Maine,53,True,False,20.11
58417,Gulf of Maine,9,False,True,11.68
58420,Gulf of Maine,244,True,False,17.17
58421,Gulf of Maine,7,False,False,13.64
58422,Gulf of Maine,18,True,False,11.62
58423,Gulf of Maine,8,False,False,13.32
58424,Gulf of Maine,0,False,False,11.51
58429,Gulf of Maine,28,True,False,13.9
58433,Gulf of Maine,2,False,False,19.08
58435,Gulf of Maine,66,True,False,12.91
58436,Gulf of Maine,3,False,True,16.01
58438,Gulf of Maine,1,False,True,16.88
58439,Gulf of Maine,5,False,False,15.57
58440,Gulf of Maine,134,True,False,15.07
58445,Gulf of Maine,42,True,False,15.07
58447,Gulf of Maine,0,False,True,15.66
58448,Gulf of Maine,34,False,False,12.64
58449,Gulf of Maine,41,True,False,19.99
58451,Gulf of Maine,1,False,False,12.3
58452,Gulf of Maine,1,True,False,17.51
58453,Gulf of Maine,2,True,False,18.2
58454,Gulf of Maine,1,False,False,10.73
58456,Gulf of Maine,4,False,False,12.52
58458,Gulf of Maine,7,False,False,13.71
58461,Gulf of Maine,3,False,False,13.58
58462,Gulf of Maine,44,True,True,12.88
58463,Gulf of Maine,37,True,False,15.86
58465,Gulf of Maine,3,False,False,16.64
58467,Gulf of Maine,61,True,True,12.92
58468,Gulf of Maine,31,True,False,16.59
58473,Gulf of Maine,4,False,False,15.76
58475,Gulf of Maine,18,False,False,13.85
58476,Gulf of Maine,1,False,False,14.04
